Internal_Site_ID,Kabupaten/Kota,CityCode,RegionalCode,Alamat1,Alamat2,Alamat3,Alamat4,SiteName,Funcloc
TTG-02-005,Kabupaten Kepulauan Meranti,TTG,2,DUSUN I RT 03 RW 02,DESA BANDUL,KEC. MERBAU,KEPULAUAN MERANTI,"JOHNSON, JONES AND PARKER",100000003834
TTG-02-006,Kabupaten Kepulauan Meranti,TTG,2,DUSUN PARIT WONOSARI RT/RW. 01/04,DESA TANJUNG SAMAK,KEC. RANGSANG,KEPULAUAN MERANTI,MONTES GROUP,100000003836
TTG-02-007,Kabupaten Kepulauan Meranti,TTG,2,"DUSUN PARIT JANG, RT/RW. 01/01",DESA KEDABU RAPAT,KECAMATAN RANGSANG BARAT,KEPULAUAN MERANTI,"WRIGHT, THOMPSON AND PENA",100000003837
TTG-02-008,Kabupaten Kepulauan Meranti,TTG,2,JL. ISMAIL DUSUN SUKAMAJU RT 02 RW 05,DESA REPAN,KEC. RANGSANG,KEPULAUAN MERANTI,FLEMING-RANDOLPH,100000004907
TTG-02-009,Kabupaten Kepulauan Meranti,TTG,2,JL. HAJI MUKTI RT 02 RW 01,DESA LUKIT,KEC.MERBAU,KEPULAUAN MERANTI,"WILLIAMS, BRYANT AND WILLIAMS",100000005256
TTG-02-010,Kabupaten Kepulauan Meranti,TTG,2,JL.BANGLAS GG DAMAI RT.02/02,DS SELATPANJANG TIMUR,TEBING TINGGI,KEPULAUAN MERANTI,BENTON-PEREZ,100000059267
TTN-01-001,Kabupaten Aceh Selatan,TTN,1,DESA ALUR PINANG,DESA ALUR PINANGSAMADUA,ACEH SELATAN,ACEH SELATAN,"MARQUEZ, INGRAM AND ROSS",100000001044
TTN-01-002,Kabupaten Aceh Selatan,TTN,1,"JL. LINTAS MEDAN - TAPAK TUAN,","KEL.DESA TEUPIN GAJAH,",KEC.SAMADUA,ACEH SELATAN,NEWTON-BOWMAN,100000001045
TTN-01-003,Kabupaten Aceh Selatan,TTN,1,DUSUN KAMPUNG BARU,DESA KEUDE,KEC. TRUMON,ACEH SELATAN,"HOLMES, SMALL AND GUZMAN",100000001046
TTN-01-004,Kabupaten Aceh Selatan,TTN,1,"DUSUN SAWAH,",KEL. DESA KAMPUNG TINGGI,KEC. KLUET UTARA,ACEH SELATAN,GIBSON-JOHNSON,100000001048
TTN-01-005,Kabupaten Aceh Selatan,TTN,1,"DESA TUTONG,",KEL. DESA TUTONG,KEC. DARUL HAJI BARAT,ACEH SELATAN,"BAKER, VAZQUEZ AND KRAMER",100000001049
TTN-01-006,Kabupaten Aceh Selatan,TTN,1,DUSUN MUALIMIN,DESA TRIENG MEUDURO TUNONG,KECAMATAN SAWANG,ACEH SELATAN,MCCORMICK GROUP,100000001050
TTN-01-007,Kabupaten Aceh Selatan,TTN,1,DESA KEUDE RUNDING,DESA KEUDE RUNDING,KECAMATAN KLUET SELATAN,ACEH SELATAN,"EDWARDS, BERRY AND ROBERSON",100000001051
TTN-01-008,Kabupaten Aceh Selatan,TTN,1,"DESA PAYA TEUK,","KEL. DESA PAYA TEUK,",KEC. PASIR RAJA,ACEH SELATAN,"TAYLOR, BRADSHAW AND JONES",100000003838
TTN-01-009,Kabupaten Aceh Selatan,TTN,1,"JL. MEULABOH-TAPAK TUAN,",KEL. DESA LADANG TUHA,KEC. PASIE RAJA,ACEH SELATAN,FRENCH GROUP,100000003839
TTN-01-010,Kabupaten Aceh Selatan,TTN,1,"DESA UJUNG PADANG,","KEL. DESA UJUNG PADANG,",KEC. SAWANG,ACEH SELATAN,LEON-CLARK,100000003840
TTN-01-011,Kabupaten Aceh Selatan,TTN,1,DESA KEUMUMU HILIR KEL.DS KEUMUMU HILIR,DS KEUMUMU HILIR,LABUHAN HAJI TIMUR,ACEH SELATAN,GEORGE AND SONS,100000003841
TTN-01-012,Kabupaten Aceh Selatan,TTN,1,JL. SUBULUSALAM - TAPAK TUAN,DESA LADANG RIMBA,KEC. TRUMON TIMUR,ACEH SELATAN,"KELLY, BURKE AND HERNANDEZ",100000004352
TTN-01-013,Kabupaten Aceh Selatan,TTN,1,"DUSUN ALUE BILI,","DESA PUCUK LEMBANG,",KEC. KLUET TIMUR,ACEH SELATAN,GRIMES GROUP,100000005194
TTN-01-014,Kabupaten Aceh Selatan,TTN,1,JL. ACEH SELATAN,ACEH SELATAN,ACEH SELATAN,ACEH SELATAN,MILLER INC,100000013579
TTN-01-015,Kabupaten Aceh Selatan,TTN,1,JL ACEH SELATAN,ACEH SELATAN,ACEH SELATAN,ACEH SELATAN,JENKINS-RIVAS,100000013582
TTN-01-016,Kabupaten Aceh Selatan,TTN,1,GAMPONG UJUNG TANAH KEC.SAMADUA,GAMPONG UJUNG TANAH,SAMADUA,ACEH SELATAN,ESTES-RUBIO,100000058680
TTY-10-001,Kabupaten Bolaang Mongondow Timur,TTY,10,JL. WIRATAMA RT/RW: 12/04 MODAYAG BARAT,DESA BONGKUDAI,KEC. BOLAANG MANGONDOW TIMUR,BOLAANG MONGONDOW TIMUR,"CARLSON, SANCHEZ AND COSTA",100000003842
TUL-11-001,Kota Tual,TUL,11,DESA. DULLAH,DESA. DULLAH,KEC. PULAU DULLAH UTARA TUAL,"TUAL, KOTA",ALLEN-STONE,100000001052
TUL-11-002,Kota Tual,TUL,11,"HUT UUN,","DESA. FIDITAN,",KEC. PULAU DULLAH UTARA,"TUAL, KOTA",CROSBY INC,100000003843
TUL-11-003,Kabupaten Maluku Tenggara,TUL,11,"JL. TRANS YAMDENA,",DS SIFNANA,KEC. TANIBAR SELATAN,MALUKU TENGGARA,ELLIOTT PLC,100000004935
TUL-11-004,Kabupaten Maluku Tenggara,TUL,11,DS OLILIT,DS OLILIT,KEC. TANIBAR SELATAN,MALUKU TENGGARA,WADE GROUP,100000004936
TUL-11-005,Kabupaten Maluku Tenggara,TUL,11,DESA HAAR OHOIMEL,INTU LINGAU,INTU LINGAU,MALUKU TENGGARA,MORTON INC,100000005664
TUL-11-006,Kabupaten Maluku Tenggara,TUL,11,DESA LANGGIAR FER,DESA LANGGIAR FER,KEC. KEI BESAR SELATAN,MALUKU TENGGARA,ROBINSON-BRADY,100000005671
TUL-11-007,Kabupaten Maluku Tenggara,TUL,11,DESA LANGGIAR FER,DESA LANGGIAR FER,KEC. KEI BESAR SELATAN,MALUKU TENGGARA,WILKERSON LLC,100000005672
TUL-11-008,Kabupaten Maluku Tenggara,TUL,11,"DESA OHOI AD, KECAMATAN KEI BESAR",OHOI AD,OHOI AD,MALUKU TENGGARA,RIVERA-MATTHEWS,100000005676
TUL-11-009,Kota Tual,TUL,11,"DESA FATBUAK, KECAMATAN PULAU KUR","KEL. TUAL,",KEC. PULAU KUR,"TUAL, KOTA",WILLIAMS AND SONS,100000005682
TUL-11-010,Kabupaten Maluku Tenggara,TUL,11,DESA BANDA ELI,KEL. MALUKU TENGGARA,KEC. KEI BESAR UTARA TIMUR,MALUKU TENGGARA,SULLIVAN-MCLAUGHLIN,100000005683
TUL-11-011,Kabupaten Maluku Tenggara,TUL,11,DESA OHOIDER TOM KEC. KEI KECIL BARAT,DESA OHOIDER TOM,KEC. KEI KEC.IL BARAT,MALUKU TENGGARA,WHITE GROUP,100000005684
TUL-11-012,Kabupaten Maluku Tenggara,TUL,11,"DESA OHOIEL, KECAMATAN KEI BESAR",OHOIEL,OHOIEL,MALUKU TENGGARA,ALEXANDER GROUP,100000005685
TUL-11-013,Kabupaten Maluku Tenggara,TUL,11,DESA YAMTIMUR KEC. KEI BESAR UTARA TIMUR,YAMTIMUR,YAMTIMUR,MALUKU TENGGARA,"MENDOZA, DAVIS AND JONES",100000005693
TUL-11-014,Kabupaten Maluku Tenggara,TUL,11,DESA OHOI TUTREAN KEC. KEI BESAR SELATAN,OHOI TUTREAN,OHOI TUTREAN,MALUKU TENGGARA,ROBINSON GROUP,100000005696
TUL-11-015,Kabupaten Maluku Tenggara,TUL,11,JL.RAYA PESISIR TIMUR OHOI ELAAR NGURSOI,OHOI ELAAR NGURSOIN,KEI KECIL TIMUR SELATAN,MALUKU TENGGARA,"NEWMAN, ROGERS AND ZIMMERMAN",100000053458
TUL-11-016,Kabupaten Maluku Tenggara,TUL,11,JL.OHOI UF DESA OHOISEB,DS OHOISEB,KEI KECIL TIMUR SELATAN,MALUKU TENGGARA,CRUZ-WILLIAMS,100000053461
TWG-03-001,Kabupaten Tulang Bawang Barat,TWG,3,RT. 19 DUSUN 07,DESA DAYA SAKTI,KEC. TUMIJAJAR,TULANG BAWANG BARAT,"WILKERSON, WALLACE AND FERGUSON",100000001053
TWG-03-002,Kabupaten Tulang Bawang Barat,TWG,3,CANDRA KIRANA RT.002/05,CANDRA KIRANA,KECAMATAN TULANG BAWANG TENGAH,TULANG BAWANG BARAT,EDWARDS LTD,100000002146
TWG-03-003,Kabupaten Tulang Bawang Barat,TWG,3,DESA MARGODADI KEC.TUMIJAJAR,DS MARGODADI,TUMIJAJAR,TULANG BAWANG BARAT,RODRIGUEZ GROUP,100000002369
TWG-03-004,Kabupaten Tulang Bawang Barat,TWG,3,RT.09/ RW.03,"DESA MULYASARI,",KECAMATAN GUNUNG AGUNG,TULANG BAWANG BARAT,"BROWN, MATHEWS AND WALTERS",100000003845
UJT-02-001,Kabupaten Rokan Hilir,UJT,2,JL. POROS BAGAN SIAPI API,DESA LABUHAN TANGGA BESAR,KEC. BANGKO.,ROKAN HILIR,"WILLIAMS, EDWARDS AND TORRES",100000001054
UJT-02-002,Kabupaten Rokan Hilir,UJT,2,JL. SEROJA RT 21 RW 07,DESA BANGKO PERMATA,KEC. BANGKO PUSAKO,ROKAN HILIR,KELLEY LLC,100000003847
UJT-02-003,Kabupaten Rokan Hilir,UJT,2,JL. PULAU BARU,"DESA BAGAN JAWA PESISIR,",KEC. BANGKO,ROKAN HILIR,STANLEY LLC,100000003848
UJT-02-004,Kabupaten Rokan Hilir,UJT,2,DUSUN MANGGA RT 02/02,DESA MANGGALA SEMPURNA,KEC. TANAH PUTIH,ROKAN HILIR,"FLORES, MANN AND LAWRENCE",100000003849
UJT-02-005,Kabupaten Rokan Hilir,UJT,2,JL. PUSARA RT 06 RW 02,"DESA SINABOY,",KEC. SINABOY,ROKAN HILIR,MASSEY-JONES,100000003850
UJT-02-006,Kabupaten Rokan Hilir,UJT,2,JL.LINTAS BAGAN SIAPI-API RT.5 RW.3,DESA JUMRAH,KECAMATAN RIMBA MELINTANG,ROKAN HILIR,RUSH-ANDREWS,100000003851
UJT-02-007,Kabupaten Rokan Hilir,UJT,2,JL. LINTAS TIMUR BALAM KM 23 RT 1 RW 2,DESA BALAM,KEC BALAM SINEMBAH,ROKAN HILIR,CHAPMAN-CURTIS,100000003852
UJT-02-008,Kabupaten Rokan Hilir,UJT,2,JL.PELABUHAN BARU RT.10 RW.03,KEL.BAGAN BARAT,BAGAN,ROKAN HILIR,HILL-SAVAGE,100000003853
UJT-02-009,Kabupaten Rokan Hilir,UJT,2,JL.DUSUN BABUSSALAM RT.01/04,"DESA SIARANG-ARANG,",KEC.PUJUD,ROKAN HILIR,PATEL-BERNARD,100000003854
UJT-02-010,Kabupaten Rokan Hilir,UJT,2,JL. PAUS DUSUN 1 RT 001 RW 002,DESA BUKIT SELAMET,KEC. SIMPANG KANAN,ROKAN HILIR,LAWSON-WATKINS,100000003855
UJT-02-011,Kabupaten Rokan Hilir,UJT,2,DUSUN WONOREJO RT. 06/08 DSN. WONOREJO,DS. BANGKO,ROKAN HILIR,ROKAN HILIR,DAVIDSON LTD,100000003856
UJT-02-012,Kabupaten Rokan Hilir,UJT,2,SIMPANG POROS,DESA PEMATANG BOTAM,KEC RIMBA MELINTANG,ROKAN HILIR,PACHECO-EDWARDS,100000003857
UJT-02-013,Kabupaten Rokan Hilir,UJT,2,JL. JATIMULYA DSN TANGGA BATU RT 1 RW 2,DESA TANJUNG MEDAN,KEC. PUJUD,ROKAN HILIR,WOLFE INC,100000003858
UJT-02-014,Kabupaten Rokan Hilir,UJT,2,"KANTOR ESTATE PT.JATIM JAYA PERKASA,","DESA SUNGAI MAJO,","KEC.KUBU BABUSALAM,",ROKAN HILIR,"DIXON, BRYANT AND BALL",100000005201
UJT-02-015,Kabupaten Rokan Hilir,UJT,2,JL.JADI MULYA II SEI MERANTI RT.02/08,DESA TANJUNG MEDAN,KEC.PUJUD,ROKAN HILIR,WRIGHT-WILLIAMS,100000005254
UJT-02-016,Kabupaten Rokan Hilir,UJT,2,ULOK KEMBAHANG RT 03 RW 02,KEL. AIR HITAM,"KEC. PUJUD,",ROKAN HILIR,"HENDRICKS, SMITH AND WRIGHT",100000005429
UJT-02-017,Kabupaten Rokan Hilir,UJT,2,"DESA PASIR LIMAU KAPAS,","DESA PASIR LIMAU KAPAS,",KECAMATAN PASIR LIMAU KAPAS,ROKAN HILIR,HUNT INC,100000005931
UJT-02-018,Kabupaten Rokan Hilir,UJT,2,"DESA SEI DAUN,","DESA SEI DAUN,","KECAMATAN PASIR LIMAU KAPAS,",ROKAN HILIR,"WOODS, MULLINS AND MACK",100000005932
UJT-02-019,Kabupaten Rokan Hilir,UJT,2,JL PEMBANGUNAN RT05 RW03,"DESA PULAU HALANG BELAKANG,",KEC KUBU,ROKAN HILIR,"STEWART, MULLINS AND DALTON",100000005954
UJT-02-020,Kabupaten Rokan Hilir,UJT,2,"JL. SUNGAI MAJO RT 03 RW 02,","DESA SUNGAI MAJO,",KEC. KUBU,ROKAN HILIR,AGUILAR PLC,100000005955
UJT-02-021,Kabupaten Rokan Hilir,UJT,2,"RT01 RW02 KEPENGHULUAN PASIR PUTIH,",DUSUN KENCANA,KEC BAGAN SINEMBAH,ROKAN HILIR,WINTERS-BURTON,100000006257
UJT-02-022,Kabupaten Rokan Hilir,UJT,2,JALAN LINTAS DURI - MEDAN,DUSUN SEJATI,KEC TANAH PUTIH,ROKAN HILIR,GOOD-JOHNSON,100000007461
UJT-02-023,Kabupaten Rokan Hilir,UJT,2,DESA JUMRAH KEC.,DESA JUMRAH KEC.,KEC. JUMRAH KEC.,ROKAN HILIR,MARTIN-DAVIS,100000013587
UJT-02-024,Kabupaten Rokan Hilir,UJT,2,JL AMPEAN ROPAN RT01 RW01,DESA KOTA PARET,KEC SIMPANG KANAN,ROKAN HILIR,SOTO-SANTOS,100000014117
UJT-02-025,Kabupaten Rokan Hilir,UJT,2,"DUSUN KAMPUNG BARU ,","KEL. DESA TELUK PULAI ,","KEC. PASIR LIMAU KIPAS ,",ROKAN HILIR,CUMMINGS-SHORT,100000014406
UJT-02-026,Kabupaten Rokan Hilir,UJT,2,JL. LINTAS KM.2 SEI MERANTI RT.03 RW.03,DESA TANJUNG MEDAN,KEC. PUJUD,ROKAN HILIR,"GREEN, MAHONEY AND GARCIA",100000014891
UJT-02-027,Kabupaten Rokan Hilir,UJT,2,JL.SEPAKAT RT.02/01,BAHTERA MAKMUR KOTA,BAGAN SINEMBAH,ROKAN HILIR,VALENZUELA-MILLER,100000057605
UNH-10-001,Kabupaten Konawe,UNH,10,DESA PADANG MEKAR,DESA PADANG MEKAR,KEC. ABUKI,KONAWE,HESS LTD,100000000323
UNH-10-002,Kabupaten Konawe,UNH,10,KEL. LAWULO,KEL. LAWULO,KEC. ANGGABERI,KONAWE,"PALMER, LOGAN AND LEE",100000001997
UNH-10-003,Kabupaten Konawe,UNH,10,DESA MASAGENA,DESA MASAGENA,MASAGENA,KONAWE,JOHNSON GROUP,100000001998
UNH-10-004,Kabupaten Konawe,UNH,10,JALAN POROS POHARA/LAOSU,DESA PAKU,KEC. BONDOALA,KONAWE,"SANDERS, HARVEY AND DAVIS",100000002004
UNH-10-005,Kabupaten Konawe,UNH,10,KEL.PUUNAAHA,KEL.PUUNAAHA,KEC. UNAAHA,KONAWE,"HARRIS, FROST AND NASH",100000003859
UNH-10-006,Kabupaten Konawe,UNH,10,DS TAWANGA,DS TAWANGA,KEC KONAWE,KONAWE,"HARRINGTON, TATE AND WILLIAMS",100000003860
UNH-10-007,Kabupaten Konawe,UNH,10,"AMONGGEDO,",DESA DUNGGUA,KONAWE,KONAWE,LEE GROUP,100000003861
UNH-10-008,Kabupaten Konawe,UNH,10,"DESA KARANDU,","DESA KARANDU,","KEC. WAWOTOBI,",KONAWE,POPE-ADKINS,100000003862
UNH-10-009,Kabupaten Konawe,UNH,10,GN BUKIT MERAKA,BUKIT MERAKA,BUKIT MERAKA,KONAWE,COOPER AND SONS,100000013588
UNH-10-010,Kabupaten Konawe,UNH,10,LAMBUYA MUTAHA DESA MOKALELEO,DS MOKALELEO,PURIALA,KONAWE,"ROGERS, JOHNSON AND BAUTISTA",100000052894
UNH-10-011,Kabupaten Konawe,UNH,10,DUSUN NLL TANASA KEC.LALONGGASUMEETO,DS NII TANASA,LALONGGASUMEETO,KONAWE,SNYDER-HALL,100000057840
UNH-10-012,Kabupaten Konawe,UNH,10,DESA PAKU JAYA RT.03/03 KEC.BONDOALA,DS PAKU JAYA,BONDOALA,KONAWE,"HUNTER, GIBSON AND WILLIAMS",100000057844
UNR-06-001,Kabupaten Semarang,UNR,6,"TELAGA SARI WETAN RT 002 RW 003,","TELAGA SARI WETAN,",PEDURUNGAN,"SEMARANG, KOTA",CAMPBELL-HAYNES,100000000827
UNR-06-002,Kabupaten Semarang,UNR,6,KAMPUNG TRANGKIL RT. 01 RW.10,KEL. SUKOREJO,KEC. GUNUNGPATI,"SEMARANG, KOTA","WALLACE, DUDLEY AND GILBERT",100000000829
UNR-06-003,Kabupaten Semarang,UNR,6,"HOTEL GRACIA, JLN. LETJEN S. PARMAN 29",KEL. GAJAHMUNGKUR,KEC. GAJAHMUNGKUR,"SEMARANG, KOTA",SMITH PLC,100000003324
UNR-06-004,Kabupaten Semarang,UNR,6,"DUSUN JOMBOR, RT.2 RW.7",DS. JETIS,KEC.BANDUNGAN,SEMARANG,WILSON-TERRY,100000003864
UNR-06-005,Kabupaten Semarang,UNR,6,KENANGKAN RT.01/RW.07,BERGAS KIDUL,BERGAS,SEMARANG,"STEPHENS, ROBERTS AND ASHLEY",100000003865
UNR-06-006,Kabupaten Semarang,UNR,6,KOMPLEK PRPP JL. MARYOKOCO PRPP,KEL. TAWANG SARI,KEC. SEMARANG BARAT,"SEMARANG, KOTA","BUSH, SCOTT AND ARNOLD",100000006469
UNR-06-007,Kabupaten Semarang,UNR,6,"JL. TEUKU UMAR , SEMARANG","KEL. SEMARANG,","KEC. SEMARANG,","SEMARANG, KOTA",CHAVEZ PLC,100000007850
UNR-06-008,Kabupaten Semarang,UNR,6,JL SETIABUDI 247A RT2/RW1,BANYUMANIK,BANYUMANIK,"SEMARANG, KOTA",TUCKER LLC,100000013344
UNR-06-009,Kabupaten Semarang,UNR,6,DS. TELOMOYO KOPENG SALATIGA,DS. TELOMOYO KOPENG SALATIGA,KEC. TELOMOYO KOPENG SALATIGA,SEMARANG,"WALKER, BATES AND MCDANIEL",100000013595
UNR-06-010,Kabupaten Semarang,UNR,6,DUSUN KEMAWI. RT 02/ RW 01,KEMAWI,KEC SUMOWONO,SEMARANG,GRAHAM LTD,100000014068
UNR-06-011,Kabupaten Semarang,UNR,6,"DUSUN PADAAN, RT. 01 RW. 05,","KELURAHAN PODOREJO,",KECAMATAN NGALIYAN,SEMARANG,HARDING AND SONS,100000014145
UNR-06-012,Kabupaten Semarang,UNR,6,RT.3 RW.05 DSN RAJAN,DS.SUMOGAWE,"KEC.GETASAN,",SEMARANG,HUGHES-WATSON,100000014450
UNR-06-013,Kabupaten Semarang,UNR,6,JL. SUNAN KALIJAGA XIII RT. 04 RW. 02,KEL. PENGGARON KIDUL,KEC. PEDURUNGAN,"SEMARANG, KOTA",COOPER-NAVARRO,100000014549
UNR-06-014,Kabupaten Semarang,UNR,6,DS. BLANCIR RT.06 RW.12,KEL. PEDURUNGAN KIDUL,KEC. PEDURUNGAN,"SEMARANG, KOTA",HARVEY-WATSON,100000014550
UNR-06-015,Kabupaten Semarang,UNR,6,BANGETAYU WETAN RT 12 RW 03,KEL. BANGETAYU WETAN,KEC. GENUK,"SEMARANG, KOTA",SIMS-MORGAN,100000014836
UNR-06-016,Kabupaten Semarang,UNR,6,DS. GRIBIG RT 06 RW 04,KEL. SADENG,KEC. GUNUNGPATI,"SEMARANG, KOTA",JENKINS AND SONS,100000014837
UNR-06-017,Kabupaten Semarang,UNR,6,VINA HOUSE JLN. DIPONEGORO RT.02/RW.07,KEL. LEMPONGSARI,KEC. GAJAH MUNGKUR,"SEMARANG, KOTA",GONZALEZ GROUP,100000014838
UNR-06-018,Kabupaten Semarang,UNR,6,WONOREJO RT 01 RW 01,KEL. PESANTREN,KEC. MIJEN,"SEMARANG, KOTA","PETERSON, CLARK AND ELLIOTT",100000014839
UNR-06-019,Kabupaten Semarang,UNR,6,DS. NGASINAN RT 4 RW 10,KEL. SRONDOL KULON,KEC. BANYUMANIK,"SEMARANG, KOTA",YATES-BECKER,100000014840
UNR-06-020,Kabupaten Semarang,UNR,6,"JL. KETILENG RAYA, BLOK M-RT.06/RW.13",KEL. SENDANG MULYO,KEC. TEMBALANG,"SEMARANG, KOTA",PEREZ INC,100000015401
UNR-06-021,Kabupaten Semarang,UNR,6,JL. BASKARA NO. 66-RT. 03/RW.07-,KEL. TEMBALANG,KEC. TEMBALANG,SEMARANG,CHANG AND SONS,100000015402
UNR-06-022,Kabupaten Semarang,UNR,6,"PODOREJO RT.1 RW.5,",KELURAHAN PODOREJO,"KECAMATAN NGALIYAN,",SEMARANG,CASTILLO GROUP,100000016207
WAM-11-001,Kabupaten Jayawijaya,WAM,11,"NO.76 JL. A.YANI, RT 02, RW 03",WAMENA,WAMENA,JAYAWIJAYA,FRANCIS-NGUYEN,100000003867
WAM-11-002,Kabupaten Jayawijaya,WAM,11,JL.YOS SUDARSO RT.01 RW.06,KEL WAMENA KOTA,KEC.WAMENA,JAYAWIJAYA,BROWN-TODD,100000005083
WAM-11-003,Kabupaten Jayawijaya,WAM,11,JL.BAYANGKARA RT.01 RW.04,KEL WAMENA KOTA,KEC.WAMENA,JAYAWIJAYA,MCINTOSH GROUP,100000005094
WAM-11-004,Kabupaten Jayawijaya,WAM,11,JL.BHAYANGKARA SINAKMA WAMENA,SINAKMA,SINAKMA,JAYAWIJAYA,CRUZ PLC,100000014892
WAS-11-001,Kabupaten Raja Ampat,WAS,11,"DESA YENKAMFAN, KECAMATAN AYAU",YENKAMFAN,YENKAMFAN,RAJA AMPAT,SINGLETON LTD,100000005728
WAS-11-002,Kabupaten Raja Ampat,WAS,11,DUSUN SAMATE,SAMATE,SALAWATI UTARA,RAJA AMPAT,HARVEY INC,100000005729
WAS-11-003,Kabupaten Raja Ampat,WAS,11,"DESA FOLEY, KECAMATAN MISOOL TIMUR",FOLEY,FOLEY,RAJA AMPAT,"MENDEZ, CARR AND DENNIS",100000005730
WAS-11-004,Kabupaten Raja Ampat,WAS,11,"DESA PAM, KECAMATAN WAIGEO SELATAN",KEL. RAJA AMPAT,KEC. RAJA AMPAT,RAJA AMPAT,"JOHNSON, WILEY AND STONE",100000005731
WAS-11-005,Kabupaten Raja Ampat,WAS,11,"DESA SALAFEN, KECAMATAN MISOOL UTARA",KEL. RAJA AMPAT,KEC. RAJA AMPAT,RAJA AMPAT,HOWARD-GROSS,100000005733
WAS-11-006,Kabupaten Raja Ampat,WAS,11,DUSUN USAHA JAYA,USAHA JAYA,MISOOL TIMUR,RAJA AMPAT,"SMITH, ROGERS AND ORTIZ",100000005735
WAS-11-007,Kabupaten Raja Ampat,WAS,11,"DESA MIKIRAN, KECAMATAN KOFIAU",MIKIRAN,MIKIRAN,RAJA AMPAT,GEORGE PLC,100000005736
WAS-11-008,Kabupaten Raja Ampat,WAS,11,"DESA BONI, KECAMATAN WAWARBONI",BONI,BONI,RAJA AMPAT,"GARCIA, BROWN AND NEWMAN",100000005739
WAS-11-009,Kabupaten Raja Ampat,WAS,11,"DESA SALIO, KECAMATAN WAIGEO DARAT",SALIO,SALIO,RAJA AMPAT,HAMILTON-SMITH,100000005741
WAS-11-010,Kabupaten Raja Ampat,WAS,11,DESA MANYAIFUN,MANYAIFUN,MANYAIFUN,RAJA AMPAT,SPENCER-KNOX,100000005742
WAS-11-011,Kabupaten Raja Ampat,WAS,11,DESA ABIDON,ABIDON,ABIDON,RAJA AMPAT,THOMPSON-ALVAREZ,100000005743
WAS-11-012,Kabupaten Raja Ampat,WAS,11,"DESA SAONEK, KECAMATAN WAIGEO SELATAN",KEL. RAJA AMPAT,KEC. WAIGEO SELATAN,RAJA AMPAT,"CHEN, MALDONADO AND MCCORMICK",100000005745
WAS-11-013,Kabupaten Raja Ampat,WAS,11,DUSUN ADUWEY,ADUWEY,MISOOL UTARA,RAJA AMPAT,LEWIS INC,100000005746
WAT-06-001,Kabupaten Kulon Progo,WAT,6,"DUSUN SELASARI RT 04 RW 09, DESA WATES",KEL. KULON PROGO,KEC. DUKUN,KULON PROGO,"WEBER, MATTHEWS AND KIM",100000003868
WAT-06-002,Kabupaten Kulon Progo,WAT,6,KREBET RT.28/RW.19,DS.TUKSOSNO,KEC.SENTOLO,KULON PROGO,ATKINSON GROUP,100000003869
WAT-06-003,Kabupaten Kulon Progo,WAT,6,KOKAP,DS HARGO WILIS,KOKAP,KULON PROGO,"SMITH, WHITE AND MORAN",100000052613
WBL-08-001,Kabupaten Sumba Tengah,WBL,8,DESA BILUR PANGADU,DESA BILUR PANGADU,KEC. UMBU RATU BAY,SUMBA TENGAH,MARTIN-TAYLOR,100000013598
WED-10-001,Kabupaten Halmahera Tengah,WED,10,JL.TAMAN SISWA,SOASIU,SOASIU,HALMAHERA TENGAH,"SMALL, BURCH AND DEAN",100000013599
WGD-10-001,Kabupaten Konawe Utara,WGD,10,TANJUNG BATU,DESA. TAPUNGGAYA,KEC. MOLAWE,KONAWE UTARA,WARREN-GONZALES,100000001057
WGD-10-002,Kabupaten Konawe Utara,WGD,10,JL POROS POHARA ASERA,DS TONDOWATU,KEC SAWA,KONAWE UTARA,"GOODMAN, DAVIS AND THOMAS",100000003870
WGD-10-003,Kabupaten Konawe Utara,WGD,10,JL.PERKANTORAN,KEL.LAOSU,KEC.BONDOALA,KONAWE UTARA,"CHAPMAN, CRAIG AND HUDSON",100000005017
WGD-10-004,Kabupaten Konawe Utara,WGD,10,JL.ANGGREK DESA LAROMPANA KEC.WIWIRANO,DS LAROMPANA,WIWIRANO,KONAWE UTARA,"WATSON, GORDON AND WILLIAMS",100000053435
WGD-10-005,Kabupaten Konawe Utara,WGD,10,JL.POROS LAMONEA UTAMA RT.02/02,DS LAMONEA,WIWIRANO,KONAWE UTARA,HARRISON AND SONS,100000053469
WGP-08-001,Kabupaten Sumba Timur,WGP,8,BANDARA WAINGAPU RT.007 RW.002,MAU HAU,KAMBERA,SUMBA TIMUR,THOMAS-GARCIA,100000001058
WGP-08-002,Kabupaten Sumba Timur,WGP,8,JL. PALAPA,"WAINGAPU,","WAINGAPU,",SUMBA TIMUR,MUNOZ-MCNEIL,100000013602
WGP-08-003,Kabupaten Sumba Timur,WGP,8,MENTAWAI RT05/RW02 KOTA WAINGAPU,WAINGAPU,MENTAWAI,SUMBA TIMUR,SMITH-MACK,100000014074
WGP-08-004,Kabupaten Sumba Timur,WGP,8,JL. HAMBALOLONG RT/RW 06/03,"DESA PATAWANG,",KEC OMALULU,SUMBA TIMUR,GRIFFIN-ALEXANDER,100000014893
WGP-08-005,Kabupaten Sumba Timur,WGP,8,JL. WAINGAPU OMALULU RT/RW 002/001,"DESA WANGA,","KEC OMALULU,",SUMBA TIMUR,ROMERO-SMITH,100000014894
WGW-10-001,Kabupaten Wakatobi,WGW,10,DUSUN TIROAU TENGAH,DESA TIMU,KEC. TOMIA TIMUR,WAKATOBI,"MALONE, DURAN AND CARRILLO",100000015405
